country,year,growth
Ireland,1990,7.7
Ireland,1991,1.6
Ireland,1992,3.6
Ireland,1993,2.3
Ireland,1994,5.9
Ireland,1995,9.6
Ireland,1996,8.1
Ireland,1997,11.5
Ireland,1998,8.4
Ireland,1999,10.7
Ireland,2000,9.4
Ireland,2001,5.7
Ireland,2002,6.5
Ireland,2003,4.4
Ireland,2004,4.6
Ireland,2005,6.2
Ireland,2006,5.4
Ireland,2007,6
Ireland,2008,-3
Ireland,2009,-7.5
Italy,1951,7.465581939535748
Italy,1952,7.485107631210797
Italy,1953,7.21472019145486
Italy,1954,5.18679511278195
Italy,1955,5.819418849239599
Italy,1956,4.5340803644855265
Italy,1957,5.903684912431273
Italy,1958,5.34695628684474
Italy,1959,6.227563425744376
Italy,1960,5.421945496562031
Italy,1961,8.421750886420343
Italy,1962,7.797088126413088
Italy,1963,7.123060346069421
Italy,1964,3.902673860072836
Italy,1965,2.248578299032178
Italy,1966,5.219735709584317
Italy,1967,7.119880473199092
Italy,1968,8.361932655334737
Italy,1969,5.718377820429388
Italy,1970,2.245853845987944
Italy,1971,1.8943214459661073
Italy,1972,2.925938820252738
Italy,1973,6.541934752519962
Italy,1974,4.6896156426920355
Italy,1975,-2.1464166284178132
Italy,1976,6.498242722122272
Italy,1977,2.8897169741575635
Italy,1978,3.7281305227882866
Italy,1979,5.672857829251243
Italy,1980,-1.414
Italy,1981,0.781
Italy,1982,0.668
Italy,1983,0.913
Italy,1984,3.226
Italy,1985,2.798
Italy,1986,2.86
Italy,1987,3.192
Italy,1988,4.194
Italy,1989,3.388
Italy,1990,2.053
Italy,1991,1.534
Italy,1992,0.773
Italy,1993,-0.888
Italy,1994,2.152
Italy,1995,2.827
Italy,1996,1.095
Italy,1997,1.872
Italy,1998,1.401
Italy,1999,1.464
Italy,2000,3.693
Italy,2001,1.818
Italy,2002,0.454
Italy,2003,-0.017
Italy,2004,1.532
Italy,2005,0.656
Italy,2006,2.036
Italy,2007,1.564
Italy,2008,-1.04
Italy,2009,-5.145
Japan,1946,NA
Japan,1947,NA
Japan,1948,NA
Japan,1949,NA
Japan,1950,NA
Japan,1951,NA
Japan,1952,NA
Japan,1953,NA
Japan,1954,NA
Japan,1955,NA
Japan,1956,6.201526659141776
Japan,1957,7.328246199961819
Japan,1958,6.395359571136283
Japan,1959,8.342969281176703
Japan,1960,11.262117827949414
Japan,1961,9.997696775223574
Japan,1962,6.7162536598365685
Japan,1963,7.713746772560848
Japan,1964,9.23443470628904
Japan,1965,5.121895756151629
Japan,1966,9.701775717529237
Japan,1967,10.46442172203712
Japan,1968,10.527807281393088
Japan,1969,11.783223677348275
Japan,1970,10.133699674494956
Japan,1971,4.731276131587592
Japan,1972,8.59311513210601
Japan,1973,8.19770618986535
Japan,1974,-1.5930558171435072
Japan,1975,2.8380681112874173
Japan,1976,4.00023176008617
Japan,1977,3.5895046409313514
Japan,1978,4.222946544980433
Japan,1979,6.804680756576897
Japan,1980,4.626598807151239
Japan,1981,4.176843956043963
Japan,1982,3.3766082964926225
Japan,1983,3.060738035670796
Japan,1984,4.463899015904382
Japan,1985,6.333356888723229
Japan,1986,2.8310766408367716
Japan,1987,4.1074270637959875
Japan,1988,7.146693707341534
Japan,1989,5.370152518935867
Japan,1990,5.572398299495118
Japan,1991,3.324340774826373
Japan,1992,0.819029858818543
Japan,1993,0.17106271963545083
Japan,1994,0.8635782437576678
Japan,1995,1.881656088426098
Japan,1996,2.6372873639508576
Japan,1997,1.5635665931917897
Japan,1998,-2.048867910341512
Japan,1999,-0.14101078210864149
Japan,2000,2.8601394312350426
Japan,2001,0.1843894833795101
Japan,2002,0.26225702934743467
Japan,2003,1.4135402737087022
Japan,2004,2.7442620967663256
Japan,2005,1.9340925375305407
Japan,2006,2.039469247275605
Japan,2007,2.337316529041966
Japan,2008,-0.7052493171409657
Japan,2009,-5.369364558590483
Netherlands,1946,68.80641925777333
Netherlands,1947,15.747263672352375
Netherlands,1948,10.678213646555456
Netherlands,1949,8.813471117389039
Netherlands,1950,3.5800908687186217
Netherlands,1951,2.0975561492035277
Netherlands,1952,2.0156991956584935
Netherlands,1953,8.69193502422343
Netherlands,1954,6.798053953271577
Netherlands,1955,7.4196320189855225
Netherlands,1956,3.6757703881461268
Netherlands,1957,2.8118646973816386
Netherlands,1958,-0.2966051220964827
Netherlands,1959,4.88883047992259
Netherlands,1960,8.414110464387825
Netherlands,1961,0.2889262450094465
Netherlands,1962,6.849300717615625
Netherlands,1963,3.620836724088905
Netherlands,1964,8.288704274927605
Netherlands,1965,5.233035667476371
Netherlands,1966,2.7558434010046984
Netherlands,1967,5.262860190377694
Netherlands,1968,6.41758849132934
Netherlands,1969,6.4381397563245235
Netherlands,1970,5.694941444372148
Netherlands,1971,4.221730627424569
Netherlands,1972,3.3099748368083937
Netherlands,1973,4.6879745591624555
Netherlands,1974,3.966073348464949
Netherlands,1975,-0.0913751689346265
Netherlands,1976,4.708755942079779
Netherlands,1977,2.7187045618586314
Netherlands,1978,2.3585482097030486
Netherlands,1979,2.2270972620184626
Netherlands,1980,1.2058335482552307
Netherlands,1981,-0.5137497679449154
Netherlands,1982,-1.283096631820635
Netherlands,1983,1.7579617834394767
Netherlands,1984,3.119194921414392
Netherlands,1985,2.656333218459217
Netherlands,1986,3.124725809220452
Netherlands,1987,1.8507283798080865
Netherlands,1988,2.98043431676287
Netherlands,1989,4.784594494506833
Netherlands,1990,4.064611024533749
Netherlands,1991,2.4050948162379404
Netherlands,1992,1.4895155915897407
Netherlands,1993,0.6513573315822807
Netherlands,1994,2.8643691523767556
Netherlands,1995,3.033190455865298
Netherlands,1996,3.4060044868821526
Netherlands,1997,4.278435444009343
Netherlands,1998,3.9235208337278893
Netherlands,1999,4.684485797370086
Netherlands,2000,3.9409320265696435
Netherlands,2001,1.9257823715188138
Netherlands,2002,0.0762894680628845
Netherlands,2003,0.3356523289252067
Netherlands,2004,2.236508363236833
Netherlands,2005,2.0465001417687256
Netherlands,2006,3.3942664055462757
Netherlands,2007,3.6131157488676457
Netherlands,2008,1.9958084258170805
Netherlands,2009,-4.172716161790158
New Zealand,1946,7.71131982204647
New Zealand,1947,11.932078935291424
New Zealand,1948,-9.922099220992209
New Zealand,1949,10.787437414656353
New Zealand,1950,14.675948766515766
New Zealand,1951,-7.635101636093211
New Zealand,1952,4.347826086956519
New Zealand,1953,3.420781893004121
New Zealand,1954,13.765232529221594
New Zealand,1955,1.8635916493605853
New Zealand,1956,5.1826814743280325
New Zealand,1957,2.8564141800561105
New Zealand,1958,3.927597322092735
New Zealand,1959,7.119339600133601
New Zealand,1960,0
New Zealand,1961,5.5904494632277535
New Zealand,1962,2.1557543030712223
New Zealand,1963,6.334916374148247
New Zealand,1964,4.873975688376242
New Zealand,1965,6.369426751592355
New Zealand,1966,6.308313605347449
New Zealand,1967,-4.5651034844118366
New Zealand,1968,-0.16127925331137494
New Zealand,1969,10.32479807527067
New Zealand,1970,-1.417489641421854
New Zealand,1971,5.18581721653395
New Zealand,1972,4.2842121075559625
New Zealand,1973,7.10437613436663
New Zealand,1974,5.952605105307041
New Zealand,1975,-1.1500380807311528
New Zealand,1976,2.439838713819764
New Zealand,1977,-4.871261313209818
New Zealand,1978,0.40322580645162365
New Zealand,1979,2.0395306717064354
New Zealand,1980,1.009
New Zealand,1981,2.961
New Zealand,1982,2.878
New Zealand,1983,-0.124
New Zealand,1984,6.858
New Zealand,1985,1.213
New Zealand,1986,1.81
New Zealand,1987,0.754
New Zealand,1988,-0.022
New Zealand,1989,0.846
New Zealand,1990,0.056
New Zealand,1991,-1.677
New Zealand,1992,0.771
New Zealand,1993,5.195
New Zealand,1994,5.859
New Zealand,1995,4.337
New Zealand,1996,4.019
New Zealand,1997,2.163
New Zealand,1998,-0.048
New Zealand,1999,4.329
New Zealand,2000,3.83
New Zealand,2001,2.614
New Zealand,2002,4.926
New Zealand,2003,4.135
New Zealand,2004,4.536
New Zealand,2005,2.813
New Zealand,2006,1.954
New Zealand,2007,3.193
New Zealand,2008,0.194
New Zealand,2009,-2.175
Norway,1946,10.201270069762503
Norway,1947,13.562973377477427
Norway,1948,6.95151660376605
Norway,1949,2.6670898660853926
Norway,1950,4.870087063262951
Norway,1951,5.417766737331298
Norway,1952,3.5243703837739115
Norway,1953,3.971652617445409
Norway,1954,5.047529534027162
Norway,1955,2.20773032955921
Norway,1956,5.3367637796116085
Norway,1957,3.01577649403737
Norway,1958,0
Norway,1959,4.215296930185586
Norway,1960,5.626653995865216
Norway,1961,6.267725636931298
Norway,1962,2.816005113383113
Norway,1963,3.824340978743357
Norway,1964,4.977651254523585
Norway,1965,5.310504933255955
Norway,1966,3.782033618076608
Norway,1967,6.247410645822127
Norway,1968,2.2456853929195386
Norway,1969,4.512824402711324
Norway,1970,1.9870126466419835
Norway,1971,5.130496148273189
Norway,1972,5.0931592930837155
Norway,1973,4.413169731516975
Norway,1974,4.192198552393478
Norway,1975,5.227868148784065
Norway,1976,5.863055747010559
Norway,1977,4.267506802234
Norway,1978,3.487682245981283
Norway,1979,4.481255019572061
Norway,1980,4.9494396588977585
Norway,1981,1.5475053130300953
Norway,1982,0.12499351992121266
Norway,1983,3.8668937136369985
Norway,1984,5.894103680837737
Norway,1985,5.354029513501457
Norway,1986,4.037552314584203
Norway,1987,1.7800135204994572
Norway,1988,-0.17284882526092948
Norway,1989,0.9975585490313632
Norway,1990,1.9275140029590965
Norway,1991,3.1046289614814704
Norway,1992,3.523104981478098
Norway,1993,2.7866370789358497
Norway,1994,5.051384341567955
Norway,1995,4.18634907398121
Norway,1996,5.099766335906386
Norway,1997,5.392640347045452
Norway,1998,2.682783490774221
Norway,1999,2.0257705900823764
Norway,2000,3.2535679946216867
Norway,2001,1.99015413560657
Norway,2002,1.5020556300010979
Norway,2003,1.0135240342473484
Norway,2004,3.864126364179432
Norway,2005,2.7392074428743918
Norway,2006,2.2808885419912883
Norway,2007,3.1340917857372697
Norway,2008,2.132130298447965
Norway,2009,-1.9066760919030923
Portugal,1946,7.849899979306074
Portugal,1947,8.365845858650456
Portugal,1948,-0.2892049814082531
Portugal,1949,1.391026399905293
Portugal,1950,2.8372934788954307
Portugal,1951,4.479137099063291
Portugal,1952,0.1304064333840449
Portugal,1953,6.978510961580198
Portugal,1954,4.7986202698589775
Portugal,1955,4.123910939012587
Portugal,1956,4.3650055782819
Portugal,1957,4.427419714043923
Portugal,1958,1.3137129451908702
Portugal,1959,5.414052961731142
Portugal,1960,6.6775829705659095
Portugal,1961,5.462169143798445
Portugal,1962,6.638267660631869
Portugal,1963,5.935419440745671
Portugal,1964,6.592715960154605
Portugal,1965,7.443766398396279
Portugal,1966,4.069033638808106
Portugal,1967,7.548313955021224
Portugal,1968,8.896352225926663
Portugal,1969,2.1228698138267887
Portugal,1970,9.112953002380753
Portugal,1971,6.632591215806705
Portugal,1972,8.014247551202146
Portugal,1973,11.201347108452753
Portugal,1974,1.1435872359890853
Portugal,1975,-4.347961698013158
Portugal,1976,6.899925000815199
Portugal,1977,5.601988835677019
Portugal,1978,2.8163318361039247
Portugal,1979,5.638511567798399
Portugal,1980,4.5902424105421336
Portugal,1981,1.5475053130300953
Portugal,1982,0.12499351992121266
Portugal,1983,3.8668937136369985
Portugal,1984,5.894103680837737
Portugal,1985,5.354029513501457
Portugal,1986,4.037552314584203
Portugal,1987,1.7800135204994572
Portugal,1988,-0.17284882526092948
Portugal,1989,0.9975585490313632
Portugal,1990,1.9275140029590965
Portugal,1991,3.1046289614814704
Portugal,1992,3.523104981478098
Portugal,1993,2.7866370789358497
Portugal,1994,5.051384341567955
Portugal,1995,4.18634907398121
Portugal,1996,5.099766335906386
Portugal,1997,5.392640347045452
Portugal,1998,2.682783490774221
Portugal,1999,2.0257705900823764
Portugal,2000,3.2535679946216867
Portugal,2001,1.99015413560657
Portugal,2002,1.5020556300010979
Portugal,2003,1.0135240342473484
Portugal,2004,3.864126364179432
Portugal,2005,2.7392074428743918
Portugal,2006,2.2808885419912883
Portugal,2007,3.1340917857372697
Portugal,2008,2.132130298447965
Portugal,2009,-1.9066760919030923
Spain,1946,4.156249672349155
Spain,1947,1.9840148377332056
Spain,1948,0.28195043487897475
Spain,1949,-0.016794302922806814
Spain,1950,2.057002619961268
Spain,1951,9.20574778263028
Spain,1952,8.565338045154425
Spain,1953,-0.02872546462977521
Spain,1954,7.097632460056658
Spain,1955,3.31861682539647
Spain,1956,8.1839979216212555
Spain,1957,3.2834265316451283
Spain,1958,6.275047499119868
Spain,1959,NA
Spain,1960,NA
Spain,1961,NA
Spain,1962,NA
Spain,1963,NA
Spain,1964,NA
Spain,1965,NA
Spain,1966,NA
Spain,1967,NA
Spain,1968,NA
Spain,1969,NA
Spain,1970,NA
Spain,1971,NA
Spain,1972,NA
Spain,1973,NA
Spain,1974,NA
Spain,1975,NA
Spain,1976,NA
Spain,1977,NA
Spain,1978,NA
Spain,1979,NA
Spain,1980,NA
Spain,1981,-0.4079865068149724
Spain,1982,1.2387818155068508
Spain,1983,1.6524895528557737
Spain,1984,1.6980598593898444
Spain,1985,2.361643904084776
Spain,1986,3.4320487310636194
Spain,1987,5.708983187872141
Spain,1988,5.28454717239184
Spain,1989,5.003923606324423
Spain,1990,3.846454873901428
Spain,1991,2.5255644106449093
Spain,1992,0.8506006611303629
Spain,1993,-1.3136949227466554
Spain,1994,2.3345135357944358
Spain,1995,4.122235157159482
Spain,1996,2.4212609429679954
Spain,1997,3.8654420096368547
Spain,1998,4.468846297752127
Spain,1999,4.745290725515994
Spain,2000,5.052806282199529
Spain,2001,3.6450009691233687
Spain,2002,2.703856603507293
Spain,2003,3.0976765278813323
Spain,2004,3.2665254865631654
Spain,2005,3.6154531256050504
Spain,2006,4.01733437974936
Spain,2007,3.5653174967926304
Spain,2008,0.855729994059029
Spain,2009,-3.767232742892279
Sweden,1946,11.399403310783773
Sweden,1947,7.936644762930745
Sweden,1948,2.3157795659113356
Sweden,1949,2.949126000062874
Sweden,1950,6.007846902531333
Sweden,1951,2.9771284842307066
Sweden,1952,0.5636097873617407
Sweden,1953,4.034423100439555
Sweden,1954,5.278263363040869
Sweden,1955,2.8107866050271824
Sweden,1956,3.494100879936779
Sweden,1957,3.082304378206291
Sweden,1958,3.639237773695858
Sweden,1959,4.700465354552108
Sweden,1960,5.62295589102586
Sweden,1961,5.091518896028924
Sweden,1962,6.047555337696364
Sweden,1963,5.2707268027036625
Sweden,1964,8.0303933007581
Sweden,1965,5.1099979291827635
Sweden,1966,4.374937445475613
Sweden,1967,3.2085376117403364
Sweden,1968,4.4058384111220095
Sweden,1969,5.619293896501487
Sweden,1970,5.590103733518714
Sweden,1971,0.3012181139037118
Sweden,1972,3.3021638705464706
Sweden,1973,3.95068381723811
Sweden,1974,2.230946068064643
Sweden,1975,2.089071324713543
Sweden,1976,0.44740370078000247
Sweden,1977,-1.4210690044923924
Sweden,1978,2.216349330019818
Sweden,1979,3.956189448842351
Sweden,1980,2.598944966765604
Sweden,1981,-0.20224195810596424
Sweden,1982,1.1931167173240054
Sweden,1983,1.8097593451918081
Sweden,1984,4.271293792511166
Sweden,1985,2.1896632576639874
Sweden,1986,2.8610674774038225
Sweden,1987,3.4571354855971625
Sweden,1988,2.6664311386509487
Sweden,1989,2.779133501418074
Sweden,1990,1.010288342759491
Sweden,1991,-1.1212866822901901
Sweden,1992,-1.2035112819597127
Sweden,1993,-2.0577861113297957
Sweden,1994,3.9468574695596503
Sweden,1995,3.9730566020473868
Sweden,1996,1.4605203820765356
Sweden,1997,2.4602815703182346
Sweden,1998,3.8139455208220596
Sweden,1999,4.595402849996155
Sweden,2000,4.398932433548541
Sweden,2001,1.0577394447167876
Sweden,2002,2.4113087159477686
Sweden,2003,1.9125969353443795
Sweden,2004,4.127044591768492
Sweden,2005,3.298339357660507
Sweden,2006,4.24645958606078
Sweden,2007,2.5597220886045546
Sweden,2008,-0.15506909588707263
Sweden,2009,-4.827782862620433
UK,1946,-2.4583102256357625
UK,1947,-1.276224463889175
UK,1948,2.9241100534619813
UK,1949,3.3147168642686964
UK,1950,3.1814589748480726
UK,1951,2.727818933301651
UK,1952,0.052381426767222905
UK,1953,3.8362957776336026
UK,1954,4.111839052727317
UK,1955,3.457732062903518
UK,1956,0.9281568677003138
UK,1957,1.658846660539659
UK,1958,0.319358260631053
UK,1959,4.281011104291066
UK,1960,5.330101347374283
UK,1961,2.333331639936387
UK,1962,1.0812367203479
UK,1963,4.298574754191753
UK,1964,5.480384147217188
UK,1965,2.226959219660274
UK,1966,1.9251638146934313
UK,1967,2.463774946230113
UK,1968,4.198158079049974
UK,1969,2.074500637057697
UK,1970,2.244242457599799
UK,1971,2.0932785533153586
UK,1972,3.655544235813868
UK,1973,7.195866586972999
UK,1974,-1.3129395813914035
UK,1975,-0.6221846701803035
UK,1976,2.6349623280569556
UK,1977,2.374698616667348
UK,1978,3.2295997579074864
UK,1979,2.680075007687166
UK,1980,-2.081797883911485
UK,1981,-1.323458104754749
UK,1982,2.093068817225019
UK,1983,3.6243464473791898
UK,1984,2.6709249269123436
UK,1985,3.5993814256187973
UK,1986,4.012329822758809
UK,1987,4.562080849989569
UK,1988,5.032101791480725
UK,1989,2.2814467235591662
UK,1990,0.7792661462602046
UK,1991,-1.3924389679299098
UK,1992,0.14663044947824666
UK,1993,2.2222549499695043
UK,1994,4.280174328558917
UK,1995,3.0427374044395217
UK,1996,2.879256481651149
UK,1997,3.307170078533206
UK,1998,3.6057308180755365
UK,1999,3.4732411573344057
UK,2000,3.9150367497438054
UK,2001,2.461832025049593
UK,2002,2.0965327954538093
UK,2003,2.8180220620870555
UK,2004,2.757807441307092
UK,2005,2.057586464226624
UK,2006,2.8378382900685617
UK,2007,3.0223821099320203
UK,2008,0.70691524518951
UK,2009,-4.4
US,1946,-10.942158616577224
US,1947,-0.8983372391474287
US,1948,4.397274928213513
US,1949,-0.5123503397691742
US,1950,8.743969209085488
US,1951,7.731804586241275
US,1952,3.8313821664893055
US,1953,4.6035919604260345
US,1954,-0.6305385139740882
US,1955,7.198593723203572
US,1956,1.975762908450962
US,1957,2.015923441973566
US,1958,-0.9034639191111471
US,1959,7.173339540657975
US,1960,2.4760180995475167
US,1961,2.331414037938462
US,1962,6.058200144982573
US,1963,4.371175628173396
US,1964,5.787881622852176
US,1965,6.42042272204697
US,1966,6.515054984626478
US,1967,2.5277611629781704
US,1968,4.842105263157892
US,1969,3.1064015096530895
US,1970,0.19006053780090681
US,1971,3.358392468207705
US,1972,5.311218362676451
US,1973,5.794263829421009
US,1974,-0.5511490746390124
US,1975,-0.21268328595676067
US,1976,5.365303822112932
US,1977,4.598058856709386
US,1978,5.576733547799262
US,1979,3.1245596731013014
US,1980,-0.273270708795903
US,1981,2.538105840041105
US,1982,-1.9424772848743999
US,1983,4.518898294980334
US,1984,7.1852286431342005
US,1985,4.138602119475143
US,1986,3.463127618880768
US,1987,3.2004515628307306
US,1988,4.110319554783737
US,1989,3.572413611946579
US,1990,1.8767673949707797
US,1991,-0.23400838944970248
US,1992,3.39359459021098
US,1993,2.851419676364464
US,1994,4.074665039772873
US,1995,2.5138940557114964
US,1996,3.741051497190351
US,1997,4.456269411378111
US,1998,4.355459038186393
US,1999,4.826177857733249
US,2000,4.139223362214528
US,2001,1.0796365579903933
US,2002,1.813663282571909
US,2003,2.4902622695403887
US,2004,3.5732684723031483
US,2005,3.054518175443177
US,2006,2.6728066843904275
US,2007,2.1416131070729483
US,2008,0.4381663032571037
US,2009,-2.7301699384210343
